node,Qwen2.5-72B-Instruct,Llama-3.1-70B-Instruct,gpt-4o-mini-2024-07-18,claude-3.5-haiku,Llama-3.1-Tulu-3-70B,Qwen2.5-7B-Instruct,Llama-3.1-8B-Instruct,gpt-3.5-turbo,Llama-3.1-Tulu-3-8B
17828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17829,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.9090909090909091
17830,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
17831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17836,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
17837,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0
17838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17840,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17841,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
17842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17843,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5
17844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17845,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
17846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17849,0.6,0.8,0.6,0.6,0.6,0.6,0.4,0.4,0.4
17850,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
17851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
17852,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
17853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17856,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5
17857,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
17858,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17859,0.8571428571428571,0.875,0.8928571428571429,0.875,0.8928571428571429,0.7857142857142857,0.7321428571428571,0.7678571428571429,0.6964285714285714
17860,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.5,0.5
17861,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17862,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
17863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17864,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
17865,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
17866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17867,0.9,0.9,0.9,0.8,0.9,0.8,0.8,0.9,0.8
17868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17869,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17870,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17873,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.7142857142857143
17874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17875,1.0,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334
17876,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
17877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17878,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5
17879,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
17880,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17886,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855
17887,0.8,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.6
17888,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
17889,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.75
17890,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17891,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
17892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17898,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.7142857142857143
17899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17900,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
17901,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
17902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17903,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
17904,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
17905,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
17906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17908,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17910,0.75,1.0,0.75,1.0,1.0,0.5,0.75,0.75,0.5
17911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17912,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333
17913,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
17914,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
17915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17916,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
17917,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
17918,0.8,0.8,0.8,0.8,0.8,0.8,0.6,0.8,0.6
17919,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5
17920,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
17921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17922,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
17923,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
17924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17927,1.0,1.0,0.8,0.8,1.0,1.0,0.8,0.8,0.6
17928,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
17929,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.75,0.75
17930,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666
17931,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.5
17932,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
17933,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
17934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17936,0.5,0.5,1.0,0.75,0.5,1.0,0.75,0.5,0.75
17937,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5
17938,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
17939,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
17940,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
17941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
17943,1.0,0.75,1.0,1.0,1.0,0.75,1.0,1.0,1.0
17944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17945,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
17946,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17947,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
17948,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17950,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17952,0.8111111111111111,0.8333333333333334,0.8555555555555555,0.8666666666666667,0.8888888888888888,0.7444444444444445,0.6888888888888889,0.7888888888888889,0.7111111111111111
17953,0.8333333333333334,0.7222222222222222,0.7222222222222222,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.3888888888888889,0.7222222222222222,0.5555555555555556
17954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17958,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333334
17959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17960,1.0,1.0,1.0,1.0,1.0,0.8,0.6,1.0,0.8
17961,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
17962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17963,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0
17964,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
17965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17968,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.5714285714285714,0.42857142857142855
17969,0.8333333333333334,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.5,0.5
17970,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
17971,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5
17972,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
17973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17975,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0
17976,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
17977,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
17978,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
17979,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
17980,0.8055555555555556,0.8611111111111112,0.8888888888888888,0.8888888888888888,0.9166666666666666,0.7777777777777778,0.7638888888888888,0.8055555555555556,0.75
17981,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143
17982,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334
17983,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
17984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17985,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
17986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
17987,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
17988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17990,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17991,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
17992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
17993,0.7777777777777778,0.8888888888888888,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.7777777777777778
17994,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.7333333333333333,0.7333333333333333,0.8,0.7333333333333333
17995,0.8461538461538461,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.7692307692307693
17996,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
17997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18000,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
18001,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
18002,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0
18003,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
18004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18006,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
18007,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
18008,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18013,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
18014,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
18015,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
18016,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0
18017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18018,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
18019,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
18020,0.8695652173913043,0.8695652173913043,0.9130434782608695,0.8695652173913043,0.9130434782608695,0.8695652173913043,0.6956521739130435,0.8695652173913043,0.6956521739130435
18021,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334
18022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18028,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5
18029,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
18030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18031,0.8235294117647058,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.8823529411764706,0.8235294117647058,0.6470588235294118,0.8235294117647058,0.6470588235294118
18032,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.6153846153846154,0.8461538461538461,0.6153846153846154
18033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18034,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5
18035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
18036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18037,0.9,0.9,1.0,0.9,1.0,0.9,0.7,0.9,0.7
18038,0.75,1.0,1.0,0.75,1.0,0.75,0.25,0.75,0.25
18039,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
18040,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5
18041,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18042,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
18043,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
18044,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
18045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18047,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18050,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18052,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75
18053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18055,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
18056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
18057,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
18058,0.8421052631578947,0.9473684210526315,0.8947368421052632,0.9473684210526315,0.9473684210526315,0.8421052631578947,0.8947368421052632,0.8421052631578947,0.8421052631578947
18059,0.8666666666666667,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.9333333333333333,0.8666666666666667,0.8666666666666667
18060,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18070,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
18072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
18074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
18076,0.6666666666666666,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666
18077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18078,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
18079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18080,0.75,1.0,0.75,1.0,1.0,0.75,0.75,0.75,0.75
18081,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18087,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.6
18088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18089,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.5
18090,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18091,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
18092,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18095,0.8641975308641975,0.9135802469135802,0.9135802469135802,0.9135802469135802,0.9012345679012346,0.7901234567901234,0.8518518518518519,0.8765432098765432,0.7160493827160493
18096,0.9428571428571428,0.9428571428571428,0.9714285714285714,0.9428571428571428,1.0,0.8571428571428571,0.9428571428571428,0.8857142857142857,0.8
18097,0.8947368421052632,0.8947368421052632,0.9473684210526315,0.9473684210526315,1.0,0.8421052631578947,0.8947368421052632,0.8421052631578947,0.7368421052631579
18098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18100,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0
18101,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
18102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18105,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.5
18106,0.75,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.75
18107,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18110,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18112,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.0
18113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18114,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
18115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18117,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,0.6
18118,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
18119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
18120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18125,1.0,1.0,1.0,0.9375,1.0,0.875,1.0,0.9375,0.875
18126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
18127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18131,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
18132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18133,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
18134,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5
18135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18136,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
18137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18140,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0
18141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18144,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
18145,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
18146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
