node,gpt-4-0125-preview,gpt-4-1106-preview,gpt-4-0613,gpt-4-0314,qwen1.5-72b-chat,mistral-medium,claude-1,gemini-pro,nous-hermes-2-mixtral-8x7b-dpo,gpt-3.5-turbo-0613,yi-34b-chat,starling-lm-7b-alpha,vicuna-33b,wizardlm-70b,claude-2.0,gemini-pro-dev-api,openchat-3.5-0106,mixtral-8x7b-instruct-v0.1,llama2-70b-steerlm-chat,tulu-2-dpo-70b,gpt-3.5-turbo-0314,llama-2-70b-chat,openchat-3.5,gpt-3.5-turbo-0125,openhermes-2.5-mistral-7b,wizardlm-13b,deepseek-llm-67b-chat,solar-10.7b-instruct-v1.0,claude-2.1,gpt-3.5-turbo-1106,claude-instant-1,mistral-7b-instruct-v0.2,zephyr-7b-alpha,pplx-70b-online,vicuna-13b,zephyr-7b-beta,guanaco-33b,codellama-34b-instruct,falcon-180b-chat,llama-2-13b-chat,stripedhyena-nous-7b,llama-2-7b-chat,qwen1.5-7b-chat,dolphin-2.2.1-mistral-7b,pplx-7b-online,mistral-7b-instruct,mpt-30b-chat,vicuna-7b,palm-2,qwen-14b-chat,koala-13b,chatglm3-6b,alpaca-13b,chatglm2-6b,gpt4all-13b-snoozy,mpt-7b-chat,RWKV-4-Raven-14B,qwen1.5-4b-chat,fastchat-t5-3b,oasst-pythia-12b,chatglm-6b,dolly-v2-12b,stablelm-tuned-alpha-7b,llama-13b
51543,1114.0,1260.4934954858868,1114.0,1114.0,1114.0,1114.0,985.9770891715457,,,1202.5449983371889,1114.0,,1114.0,1114.0,1252.971447703144,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,874.2522529001682,1172.4293880242033,,1114.0,1114.0,787.4281050861647,1114.0,1114.0,1114.0,,1375.9032232916986,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,,1114.0,,,
51911,1110.3703352545845,1164.1219784536881,1133.182990805822,1112.907367922151,1110.3703352545845,1241.680900988802,974.3277356511151,1110.3703352545845,1110.3703352545845,1111.067709934027,1110.3703352545845,1110.3703352545845,1009.3890409381507,1110.3703352545845,1110.3703352545845,1110.3703352545845,,1114.0,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,966.3374414863994,1110.3703352545845,1110.3703352545845,1110.3703352545845,,1110.3703352545845,1266.321720832745,1138.9697423598177,1086.416599740969,,,1110.3703352545845,1239.9183436969552,1110.3703352545845,1110.3703352545845,1110.3703352545845,,1110.3703352545845,1110.3703352545845,986.5431207535402,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,,,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845,1110.3703352545845
51912,1114.0,1114.0,1063.9182807729371,1051.9468112421084,,1114.0,1112.0632022880816,1114.0,1114.0,1274.1552618540907,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,1114.0,,,1114.0,,1114.0,1067.9164438427824,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,,1114.0,,1114.0,,1114.0,1114.0,,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,1114.0,,
52084,3810.171727699567,4738.4768203768945,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,,3810.171727699567,3810.171727699567,,1114.0,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,,,3810.171727699567,4738.474943246558,4649.735147174805,,,3810.171727699567,3810.171727699567,3810.171727699567,,3810.171727699567,,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,,3810.171727699567,3810.171727699567,,,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567,3810.171727699567
52137,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,1114.0,1174.2059936193182,1053.7940063806818,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0
52277,1078.4318584822859,1257.792308872898,1168.8380117903146,1181.6105851628379,1078.4318584822859,1093.3964544786195,1144.9302486946924,1163.0599172405803,1078.4318584822859,1146.6092358832484,1072.034616589916,1104.3064253075886,1028.8171979863755,1108.1170908403635,1077.8340766032852,1089.5533793881082,1078.4318584822859,1114.0,1078.4318584822859,1078.4318584822859,1094.8953732224734,1103.5399010146584,969.697665560532,1110.189133739468,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,1130.1465985482,1162.7765283916087,1157.542282919001,,1078.4318584822859,1215.791390442281,1072.0634414154201,974.6827165650406,1078.4318584822859,1019.819474672715,1078.4318584822859,990.0793684570511,1087.106841400811,1030.9206027975565,1078.4318584822859,1078.4318584822859,1078.4318584822859,993.6138618794333,1078.4318584822859,1078.4318584822859,1043.597743314012,977.7003514098011,972.9016320680099,1078.4318584822859,887.1725164583427,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,921.546215282475,1078.4318584822859,1078.4318584822859,1078.4318584822859
52421,,1114.0,1069.6302504478308,1114.0,,1114.0,1158.3697526619328,1114.0,,1158.369744725466,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1069.6302521647706,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,,,,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0
52473,,1114.0,1084.4201741711918,1114.0,,1114.0,1173.159646816035,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1084.4201790127731,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,,,,,,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0
52570,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,1114.0,2398.7969514148017,1114.0,-170.79695141480192,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,
52709,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,-1379.5115294845568,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,3607.511529484557,1114.0,1114.0,,1114.0,,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,,,1114.0,,,1114.0,1114.0
52872,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,,317.8273884116022,317.8273884116022,1114.000000000203,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,1114.0,317.8273884116022,317.8273884116022,,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,-1274.517834764951,317.8273884116022,317.8273884116022,,,317.8273884116022,317.8273884116022,317.8273884116022,,317.8273884116022,,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,,317.8273884116022,,,,,317.8273884116022,317.8273884116022,317.8273884116022,317.8273884116022,
53171,1114.0,1153.0857229494272,1257.1316918370885,895.3240585146879,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1150.4585266987963,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,
53415,1300.0496776436785,1279.5079836649106,1217.5538923244999,1202.5544639342968,1136.896358147386,1188.940626228046,1182.1456249649193,1036.371374601384,1069.9691571757714,1135.1084192731118,1082.3185050615316,1125.669364443261,1071.5502264173015,1092.311604648692,1171.7497051095932,1171.1550522256914,1069.9691571757714,1114.0,1069.9691571757714,1110.0534326257418,1033.2129926910277,1097.9513527829158,1072.35770029214,1073.7012963662844,1066.1263222595933,994.2996496968367,1202.5931709360602,1136.3039084547925,1140.0972517254065,1103.3412270863998,1140.1373429791774,1069.9691571757714,1074.0546836486183,1092.6472612343998,1054.0078048152131,1066.9103641567176,1109.3287754454877,1103.9403594687856,1069.9691571757714,1006.5972819152184,1070.8030372065095,971.0159971546807,1069.9691571757714,1043.727727052562,1057.966076132492,900.7982010946944,1055.8578826356102,1112.1675368074552,1073.8458306122475,1106.311985522135,981.6504832978412,951.1578688295459,728.1615434759935,1069.9691571757714,1069.9691571757714,940.4230799826611,1069.9691571757714,1069.9691571757714,806.3358710707904,909.5766256312324,920.5877963502437,1069.9691571757714,822.4635730143002,1069.9691571757714
53416,1319.9677411496289,1304.4851665607912,1229.5920586121515,1277.8508181769005,1100.7254130659358,1220.837399268656,1222.0597870114186,1077.6675969597052,1100.7254130659358,1155.2307252919916,1113.0059137011917,1141.602083878208,1121.8161094527907,1165.3488064608096,1221.1742951215858,1170.8736837370739,1100.7254130659358,1114.0,1100.7254130659358,1186.7350018775535,1034.978199489507,1149.4135397988048,1072.7877982406126,1109.9776497382027,1057.3936374484858,1057.359548832746,1100.7254130659358,1155.3624077422332,1147.2380289205094,1136.160992770614,1142.8501032156648,,1024.160727307069,1178.2375574747766,1078.4329718271683,1073.1230016691586,1100.7254130659358,1093.9662239864158,1100.7254130659358,993.6993985789271,1100.7254130659358,1031.5724758291742,1100.7254130659358,1100.7254130659358,1052.8077198490748,878.114306336753,1100.7254130659358,1141.0004525725794,1098.4282982989703,1138.139056202311,1060.2512612011753,1048.2321350770876,834.1299732793195,1100.7254130659358,1100.7254130659358,1100.7254130659358,1100.7254130659358,1100.7254130659358,925.7159989742554,955.2520257255949,960.9661730768878,1100.7254130659358,860.6447372425728,1100.7254130659358
53417,1285.2472583569697,1322.4074868497878,1241.7027503684703,1282.2999278895386,1131.7995784186023,1164.2056833513598,1237.2182602373327,1125.4941563436837,1131.7995784186023,1155.6054864104258,1176.799431614436,1181.175227334008,1154.8334633505954,1110.2200945705645,1230.9241177819513,1180.3667626242473,1131.7995784186023,1114.0,1131.7995784186023,1191.1147689423615,1092.7504949660693,1164.5752308342735,1196.1465390255498,1131.7995784186023,1131.7995784186023,1034.896876063476,1131.7995784186023,1131.7995784186023,1147.2123540104299,1106.6010362541929,1159.7251777821948,,1131.7995784186023,1158.8352513882132,1086.0405196515883,1074.1180474995733,1131.7995784186023,1151.7288149748756,1131.7995784186023,1035.3169227276508,1131.7995784186023,1037.7552500755787,1131.7995784186023,1131.7995784186023,1067.9898518278683,883.1164008040527,1131.7995784186023,1142.5256695764547,1120.5518614347143,1131.7995784186023,1079.903052876039,1094.4483303812062,840.013717882647,1131.7995784186023,1131.7995784186023,1131.7995784186023,1131.7995784186023,1131.7995784186023,1131.7995784186023,1035.487831317343,1145.0298725271678,1131.7995784186023,1131.7995784186023,1131.7995784186023
53704,1114.0,1209.4242522396316,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1018.5757477603685,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,
54217,1114.0,2206.9400422507674,2175.164018615823,1114.0,,1114.0,2202.0111498705555,1114.0,1114.0,1114.0,,1114.0,-960.360544810665,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,2025.4485673355196,1114.0,1114.0,,,1114.0,-965.2032332620083,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0
54572,1114.0,1459.1371733476058,1352.6293808098812,1316.428717623961,1114.0,1460.061033007091,1319.8279193632832,1114.0,1114.0,1329.4588595146356,1114.0,1114.0,1114.0,1114.0,1286.433012224862,1280.2214849097193,1114.0,1114.0,,1114.0,1106.6626933208615,1235.7544857751964,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1265.4421355042098,1371.420820659439,1108.7031643156686,,1114.0,1114.0,970.1390366114563,575.4919222789857,1114.0,1114.0,,622.1427244754786,1114.0,592.2931536485987,1114.0,1114.0,1114.0,1114.0,1114.0,1271.5782916888613,1114.0,1114.0,847.3428215792071,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,508.8311693409962,1114.0,1114.0,1114.0
54620,1114.0,2088.526184325977,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,-955.464652396447,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,2208.9384680705607,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0
54985,1321.5432053411228,1258.7639338712324,1224.101449240469,1102.921914866849,1098.1872847062518,1178.7840784738025,1115.1343283724432,1098.1872847062518,1098.1872847062518,1152.8152018627009,1098.1872847062518,1151.070368214674,1060.173571816721,1098.1872847062518,1102.0290011488983,1098.1872847062518,1098.1872847062518,1114.0,1098.1872847062518,1098.1872847062518,1098.1872847062518,1081.2785326729422,1069.3396197672669,1098.1872847062518,1098.1872847062518,1098.1872847062518,1098.1872847062518,1059.0763249866336,1137.7101310100486,1074.5648645304923,1186.6816526743332,1098.1872847062518,1098.1872847062518,1098.1872847062518,1100.4425579442611,1114.418091141764,1098.1872847062518,1098.1872847062518,1098.1872847062518,1098.1872847062518,1123.9320046151104,1098.1872847062518,,1098.1872847062518,1098.1872847062518,992.4044606910049,1098.1872847062518,1077.0021208835549,1098.1872847062518,1098.1872847062518,942.3894699692536,798.1220044466604,1098.1872847062518,1098.1872847062518,1098.1872847062518,1098.1872847062518,1098.1872847062518,1098.1872847062518,1098.1872847062518,932.3951236539148,1081.7753901663937,1098.1872847062518,1098.1872847062518,1098.1872847062518
55004,1114.0,946.6303514788959,1114.0,1114.0,,1114.0,1257.8908105307264,,,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,,1114.0,1114.0,1137.4788379903775,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,,1114.0,,,1114.0,1114.0,,1114.0,,,,,,,,,1114.0,1114.0,1114.0,1114.0,
55844,1153.8353466351086,1330.2185324419747,1232.0562713500917,1306.7609814018124,1121.2978592498198,1196.4258315884358,1151.0292299570883,1296.669453994948,1121.2978592498198,1166.2242685552187,1121.2978592498198,1252.0898395684194,1182.7375273183848,1093.6306535920125,1205.3563589168748,1265.1706106663173,1121.2978592498198,1114.0,1121.2978592498198,1325.3027526816832,1182.6581073133098,1242.675860055565,1219.044143180291,1121.2978592498198,1073.9244945190012,1090.0443693938923,1134.7525092361798,1121.2978592498198,1185.697620308552,1057.7920538606381,1116.1315210887533,1121.2978592498198,1121.2978592498198,1233.1510932777041,1095.5247647171827,1098.8495835056735,1121.2978592498198,989.1025240821939,1121.2978592498198,1114.8238187504953,932.9423919836692,1152.1901452822212,1121.2978592498198,1121.2978592498198,1121.2978592498198,1044.9735043599553,1121.2978592498198,1161.90783740811,1121.2978592498198,1100.6118109670488,1102.8782737479046,1121.2978592498198,973.7444797076229,1121.2978592498198,1121.2978592498198,891.86048067384,1005.4372520143291,1121.2978592498198,871.6502124093983,842.2479012329285,947.3230426243842,961.0626341232211,1121.2978592498198,1121.2978592498198
55845,1171.8955270306815,1308.8363766415023,1228.76206144024,1328.8412783508375,1171.8955270306815,1150.1413005594923,1222.7158653530041,1390.512566558677,,1181.4725621036969,1171.8955270306815,1171.8955270306815,1213.5350552365153,1109.33460348791,1194.1759961929702,1171.8955270306815,1171.8955270306815,1114.0,1171.8955270306815,1171.8955270306815,1171.8955270306815,1349.603603475839,1237.8886427233333,1171.8955270306815,1171.8955270306815,1171.8955270306815,1171.8955270306815,1171.8955270306815,1210.469763840305,1068.0404910013817,1127.6888064226725,1171.8955270306815,1171.8955270306815,1171.8955270306815,1048.0150092616054,1151.3307792644032,1171.8955270306815,808.1770599637509,1171.8955270306815,1211.9320358840714,1171.8955270306815,1268.571961972188,1171.8955270306815,1171.8955270306815,1171.8955270306815,1171.8955270306815,1171.8955270306815,1266.4758219637215,1171.8955270306815,1171.8955270306815,1074.7420833318943,,1171.8955270306815,1171.8955270306815,1171.8955270306815,848.8151551250345,1143.7006885778305,1171.8955270306815,1171.8955270306815,1171.8955270306815,1211.5041340648386,1171.8955270306815,1171.8955270306815,1171.8955270306815
56096,1114.0,1114.0,2398.7969514148017,1114.0,,1114.0,1114.0,1114.0,,-170.79695141480192,,1114.0,1114.0,,1114.0,,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,1114.0,,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,,,,1114.0,,,,,,1114.0,,,1114.0,1114.0,1114.0,1114.0,,
56287,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,,,1114.0,1114.0,,1114.0,,1114.0,1114.0,,
56543,1065.0345897452717,1304.675496272587,1100.9030888748098,1179.2658747122275,1065.0345897452717,1300.364557064624,994.3948233133856,1065.0345897452717,1065.0345897452717,1053.5907377356912,1065.0345897452717,1252.4235027397822,942.1238191812262,902.636484933193,1095.0603879764255,1065.0345897452717,,1114.0,1065.0345897452717,1273.1619325732786,1061.6816144932004,1002.0723462895847,1065.0345897452717,1065.0345897452717,1065.0345897452717,894.766589153863,1065.0345897452717,1065.0345897452717,1109.007177592797,1065.0345897452717,905.4711505191555,1065.0345897452717,1065.0345897452717,1065.0345897452717,1110.7804024963448,813.0900146151337,1065.0345897452717,1065.0345897452717,1065.0345897452717,919.0152716754618,1065.0345897452717,1065.0345897452717,1065.0345897452717,,1065.0345897452717,1065.0345897452717,1065.0345897452717,1065.0345897452717,1065.0345897452717,1065.0345897452717,1037.2411124379332,1065.0345897452717,1065.0345897452717,,1065.0345897452717,,1065.0345897452717,1065.0345897452717,1065.0345897452717,1065.0345897452717,1065.0345897452717,1065.0345897452717,1065.0345897452717,1065.0345897452717
56544,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-1379.5115294845568,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,3607.511529484557,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0
57170,1211.149412304522,1256.6794107318344,1148.726660617848,1241.4637753387985,1025.0950411450588,1097.2803204075324,1127.825403058931,1039.1729094022269,1025.0950411450588,1145.0724852378708,972.1859917895397,927.2049169959015,890.1600421719929,985.3076506905124,1002.3722309611741,1186.8371301128243,1025.0950411450588,1114.0,1025.0950411450588,1101.5302938314737,968.5063309945241,992.1625104450696,1083.9781851333344,1025.0950411450588,1025.0950411450588,1177.457611603104,1025.0950411450588,1025.0950411450588,1060.0739451139934,1013.3014490761823,996.0649757244166,1025.0950411450588,1025.0950411450588,1195.7083373870144,994.8185553633976,1011.7506728453765,1025.0950411450588,1038.0284037514994,1025.0950411450588,1036.0027065116456,1025.0950411450588,1034.7184450990903,1025.0950411450588,1025.0950411450588,1025.0950411450588,1038.9922519553843,1025.0950411450588,962.110655148753,836.816569528641,1025.0950411450588,901.9490692421664,1025.0950411450588,1025.0950411450588,1025.0950411450588,1025.0950411450588,1025.0950411450588,1007.8153293563392,1025.0950411450588,1025.0950411450588,761.4899774465497,702.607571434407,667.1943355533026,1025.0950411450588,1025.0950411450588
57171,1283.1473093902248,1323.4897554836239,1181.0157168721464,1282.8014704167329,1031.6331636215314,1127.8238218080282,1090.2400240820136,1071.1597736254332,1031.6331636215314,1204.2617925148636,952.6227382358232,1031.6331636215314,1000.6324451796906,1035.4528682114492,1025.1408993751415,1031.6331636215314,1031.6331636215314,1114.0,1031.6331636215314,1031.6331636215314,1023.2103344855043,1008.9227433431817,1062.6359877574052,1031.6331636215314,1031.6331636215314,934.5882105808691,1031.6331636215314,1031.6331636215314,1066.63521094836,1068.100465226947,1011.5545064944995,1031.6331636215314,1031.6331636215314,1031.6331636215314,958.5970094423351,914.8222660634356,1031.6331636215314,1031.6331636215314,1031.6331636215314,923.5141943015232,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,1031.6331636215314,,1031.6331636215314,707.6859198585462,624.7476206277961,825.6591698342404,1031.6331636215314,1031.6331636215314
57172,1114.0,1461.0253363247994,1267.8282992345862,1114.0,1114.0,1090.4286600298599,1152.1811828687278,1114.0,1114.0,1262.7963652537992,1091.1148472832945,1114.0,1006.2650634041199,1083.7261391899742,1047.6831311821927,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1136.6790694962826,1019.6642705204046,1114.0,1114.0,1114.0,1114.0,1114.0,1149.797771339259,1114.0,1065.9112033561455,1114.0,1114.0,1114.0,1046.6587588526158,828.2399016639383,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0
57173,1114.0,2072.1945537977135,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,2072.194869414322,1114.0,1114.0,1114.0,-802.389423212036,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,,1114.0,
57426,1114.0,1366.6339170940298,1114.0,1114.0,,934.9614595659215,1114.0,1114.0,,1125.8098845186964,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1028.5947388213522,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0
57696,880.6997111166909,1506.958914353019,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,1323.8962285498076,880.6997111166909,880.6997111166909,1262.438073442196,880.6997111166909,880.6997111166909,880.6997111166909,,1114.0,880.6997111166909,880.6997111166909,880.6997111166909,1304.8494511919296,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,1264.3498918653938,1312.3705530610432,901.4001157613051,,880.6997111166909,880.6997111166909,880.6997111166909,-2063.965828174474,880.6997111166909,880.6997111166909,,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,,880.6997111166909,880.6997111166909,880.6997111166909,,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,,,880.6997111166909,880.6997111166909,,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,880.6997111166909,
57697,2702.825861096639,3497.238793464342,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,,1114.0,2702.825861096639,,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,3497.2387898255733,2702.825861096639,2702.825861096639,,,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,,,2702.825861096639,,2702.825861096639,2702.825861096639,,2702.825861096639,2702.825861096639,2702.825861096639,,,2702.825861096639,2702.825861096639,,2702.825861096639,,,,,,2702.825861096639,2702.825861096639,2702.825861096639,2702.825861096639,,
